t,x,y,vx,vy,psi,omega,ax_true,ay_true,ax_meas,ay_meas,omega_meas,Bx_true,By_true,Bz_true,f1_plus,f1_minus,f2_plus,f2_minus,f3_plus,f3_minus,f4_plus,f4_minus
1825.4,592.0019881545844,576.0856350095285,3.9700471297311566,3.039527230954414,0.653419972820146,-0.004572972076204995,0.013899652977551469,-0.018154929107669915,0.01275068831066829,-0.018543578076226582,-0.005338470139131309,20808.766239354736,-8140.734905255886,46370.870475072115,2872.035434107637,2868.124565892363,2870.7980677493993,2869.3619322506006,2869.8610807816526,2870.2989192183472,2871.6254173613115,2868.5345826386883
1825.5,592.3555674878801,576.3562123625553,3.9714399764521167,3.037707114492445,0.6529615910571931,-0.004594686528872072,0.013957291633468483,-0.018247536288036326,0.022546758719330682,-0.013675302659193377,-0.004300647131743035,20808.156867512298,-8142.998989512125,46375.821909738785,2872.03546773583,2868.12453226417,2870.798014398121,2869.361985601879,2869.8609738735286,2870.2990261264713,2871.6255439925203,2868.5344560074795
1825.6000000000001,592.7090455419734,576.626454779879,3.9728385880578503,3.0358777236968066,0.6525010355143716,-0.0046164477948490434,0.01401495054814017,-0.018340416553304095,0.016702381198452854,-0.016252390489306153,-0.0052077733190037025,20807.519268948454,-8145.249276213872,46380.75349903827,2872.035500809354,2868.124499190646,2870.7979606879185,2869.3620393120814,2869.8608679666486,2870.2991320333513,2871.625670536079,2868.534329463921
1825.7,593.0624219292299,576.8963610760824,3.9742429665617447,3.034039031181784,0.6520383014982233,-0.004638256116744621,0.014072629468242503,-0.018433571449765207,0.013186274651816684,-0.017411301350144855,-0.005572785521188521,20806.86292284736,-8147.483299491796,46385.66774442686,2872.0355335619984,2868.1244664380015,2870.797906691808,2869.362093308192,2869.8607629070348,2870.299237092965,2871.6257968391587,2868.534203160841
1825.8000000000002,593.4156962621315,577.165930067226,3.975653113951499,3.0321910094068536,0.6515733842910226,-0.004660111738696293,0.014130328137553771,-0.01852700253285544,0.010939516910814694,-0.0254757944603954,-0.004628105503292936,20806.20669561904,-8149.717579357093,46390.56799878701,2872.035566085996,2868.124433914004,2870.797852928192,2869.362147071808,2869.860658067763,2870.299341932237,2871.625922918049,2868.5340770819507
1825.9,593.7688681532672,577.4351605708467,3.9770690321892554,3.030333630675213,0.651106279150484,-0.004682014905677545,0.014188046294820733,-0.018620711364381037,0.020358588648506058,-0.020728518980846423,-0.004348567434419109,20805.512057820306,-8151.952874373092,46395.44495591163,2872.0355975949396,2868.12440240506,2870.797798936423,2869.362201063577,2869.8605542106884,2870.2994457893114,2871.6260492579486,2868.5339507420513
1826.0,594.1219372153419,577.7040514059686,3.978490723210463,3.0284668671339774,0.6506369813098871,-0.004703965863637194,0.014245783674096124,-0.018714699513109334,0.015208672240370655,-0.02325745258823589,-0.004208550061856753,20804.807491647443,-8154.163000198241,46400.30666476697,2872.035629103763,2868.124370896237,2870.797744623431,2869.362255376569,2869.8604511683666,2870.2995488316333,2871.6261751044394,2868.5338248955604
1826.1000000000001,594.4749030611731,577.972601393106,3.9799181889240747,3.0265906907725912,0.6501654859777566,-0.0047259648590763925,0.014303540003399728,-0.018808968553103433,0.014417585420103608,-0.020889116607176125,-0.004471823915979468,20804.10537763055,-8156.364488769759,46405.157166881465,2872.035660610687,2868.124339389313,2870.7976903917047,2869.362309608295,2869.8603484074997,2870.2996515925,2871.6263005901087,2868.533699409891
1826.2,594.8277653036896,578.2408093542662,3.981351431211143,3.0247050734233567,0.6496917883380718,-0.0047480121387893925,0.014361315003850184,-0.018903520062709678,0.017507151774054604,-0.022745324777989556,-0.005124718972807265,20803.354803736147,-8158.5665361715655,46409.98033078784,2872.0356908819176,2868.1243091180822,2870.797635827207,2869.3623641727927,2869.860246864239,2870.299753135761,2871.626426426636,2868.533573573364
1826.3000000000002,595.1805235559332,578.508674112957,3.9827904519248447,3.0228099867600493,0.6492158835499987,-0.004770107950551883,0.014419108391725555,-0.018998355627277697,0.018513015304199586,-0.02140878786136813,-0.003750312784749196,20802.603177929996,-8160.766686472562,46414.789107681856,2872.035720933999,2868.124279066001,2870.7975814478123,2869.3624185521876,2869.8601456015294,2870.2998543984704,2871.626552016659,2868.533447983341
